contentid,title,createdtime,modifiedtime,tel,telname,homepage,firstimage,firstimage2,addr1,addr2,mapx,mapy,mlevel,overview
607417,명량대첩축제,20080811231612,20250826153850,061-802-2192,"전라남도, 해남군, 진도군","<a href=""http://www.mldc.kr/web/"" target=""_blank"" title=""새창:명량대첩축제 홈페이지로 이동"">http://www.mldc.kr</a>",http://tong.visitkorea.or.kr/cms/resource/01/3527001_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/3527001_image3_1.jpg,전라남도 해남군 문내면 관광레저로 12,해남 우수영 국민관광지,126.3094253208,34.5727377970,6,"명량대첩축제는 삼도수군통제사로 재임명된 이순신 장군의 조선수군과 전라도 어민이 1597년 9월 16일 울돌목에서 일본 수군을 물리친 세계사에서 유례없는 명량해전을 기념하는 호국 역사문화축제이다. 전라남도, 진도군, 해남군이 함께 2008년부터 17회째 개최하는 이번 축제는 ICT 융복합 기술을 활용한 멀티 미디어해전과, 퍼레이드, 지역공연 등 다양한 프로그램과 경관조명 등 볼거리로 관광객들의 이목을 끌 예정이다. 명량대첩축제는 삼도수군통제사로 재임명된 이순신 장군의 조선수군과 전라도 어민이 1597년 9월 16일 울돌목에서 일본 수군을 물리친 세계사에서 유례없는 명량해전을 기념하는 호국 역사문화축제이다. 전라남도, 진도군, 해남군이 함께 2008년부터 16회째 개최하는 이번 축제는 ICT 융복합 기술을 활용한 멀티 미디어해전과, 해군 군악의장대, 공군에어쇼, 지역공연 등 다양한 프로그램과 경관조명 등 볼거리로 관광객들의 이목을 끌 예정이다. 명량대첩축제는 삼도수군통제사로 재임명된 이순신 장군의 조선수군과 전라도 어민이 1597년 9월 16일 울돌목에서 일본 수군을 물리친 세계사에서 유례없는 명량해전을 기념하는 호국 역사문화축제이다. 전라남도, 진도군, 해남군이 함께 2008년부터 16회째 개최하는 이번 축제는 ICT 융복합 기술을 활용한 멀티 미디어해전과, 해군 군악의장대, 공군에어쇼, 지역공연 등 다양한 프로그램과 경관조명 등 볼거리로 관광객들의 이목을 끌 예정이다."
574014,목포항구축제,20080613181941,20250818092153,061-270-8441,목포시,"<a href=""https://www.mokpo.go.kr/tour/festival/harbor"" target=""_blank"" title=""새창 : 목포항구축제 홈페이지 이동"">https://www.mokpo.go.kr/tour/festival/harbor</a>",http://tong.visitkorea.or.kr/cms/resource/90/3498990_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/90/3498990_image3_1.JPG,전라남도 목포시 삼학로92번길 6 (산정동),,126.3936822230,34.7865706743,6,"*하기 축제 먹거리 정보는 전년도(2024년) 정보로, 2025년도 축제 먹거리 정보는 업데이트 중에 있습니다.*<br><br>목포는 1897년 개항하여 교역, 물류 교통의 중심지로서 과거 전국 3대항, 6대 도시의 영광을 누리면서, 지역경제의 부흥을 주도했으며 현재에는 서남해안의 배후 중심 도시이다. 목포항구축제는 설화가 공존하는 삼학도에서 항구 내음 가득한 목포항의 전통 파시(波市)를 전국에서 유일하게 축제로 재현하여 역사적인 가치를 널리 알린다. 또한 제철 수산물을 활용한 파시 경매, 경매 받은 수산물을 즉석해서 구워먹고 요리 해먹는 등 풍요로운 목포항의 낭만을 가득 담은 행사가 마련되어 있는 가을 축제이다."
3301415,무안 YD 페스티벌,20240514142003,20250319191056,061-450-5474,무안군,,,,전라남도 무안군 삼향읍 대죽서로16번길 16,,126.4628227454,34.8111801483,6,무안YD페스티벌은 ‘용처럼 비상하라! 청년도시 무안’을 주제로 청년들의 꿈이 현실이 되는 청년도시 무안을 알리고 청년들에게 소통의 장을 제공하며 청년문화 중심지로서 무안을 각인하는데 그 취지가 있으며 지역 청년들이 기대하고 기다리는 축제로 자리매김 하고 있다.
1078905,영광불갑산상사화축제,20100823225446,20250811134303,061-350-5269,영광불갑산상사화축제 추진위원회,"<a href=""http://www.xn--vf4bnbz98ad4f37l.com/"" target=""_blank"" title=""새창 : 영광불갑산상사화축제 홈페이지 이동"">www.상사화축제.com/</a>",http://tong.visitkorea.or.kr/cms/resource/96/3334696_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/96/3334696_image3_1.JPG,전라남도 영광군 불갑면 불갑사로 450,영광군 불갑사관광지 일원,126.5506415778,35.2001904683,6,"매년 9월 상사화 개화시기에 맞춰, 국내 최대 붉은 꽃무릇 군락지를 이루는 영광군 불갑사관광지에서 개최되는 축제이다. 상사화는 꽃과 잎이 만날 수 없어 그리움, 애틋함, 참사랑을 상징한다. 제25회 영광불갑산상사화축제는 ‘상사화랑 머물GO!, 상사호랑 찍古!’를 주제로 9월26일부터 10월 5일까지 개최된다. 온 산을 붉게 수놓는 상사화와 함께하는 꽃길걷기, 상사화 달빛야행 등의 대표 프로그램과 상사화를 테마로 한 다양한 경연, 공연, 체험, 전시행사가 펼쳐진다. 올해는 온오프라인을 연계한 프로그램 개발, 다회용기 사용을 통한 친환경 축제, 상사화 아카이빙을 통한 추억 되새기기, 영광군 관광지와 연계한 이벤트 강화, 편의시설 확대 등 더욱 새롭게 관광객을 맞이할 계획이다."
2987489,2025 고흥 녹동항 드론쇼,20230509120207,20250403165143,061-830-5902,고흥군청,"<a href=""http://nokdongdrone.co.kr"" target=""_blank"" title=""새창 : 2024 고흥 녹동항 드론쇼"">http://nokdongdrone.co.kr</a>",http://tong.visitkorea.or.kr/cms/resource/86/3485586_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/3485586_image3_1.jpg,전라남도 고흥군 도양읍 봉암리,3953,127.1341150954,34.5256344743,6,"천혜의 경관을 가진 고흥에서 밤하늘을 비출 드론쇼가 진행됩니다!
반짝이는 드론이 특별한 순간과 여운을 선사합니다.

※ 25. 4. 25.~ 10. 24. 매월 마지막주 금요일, 21시 / 고흥군청 앞 고흥군청광장 700대 규모 드론쇼/ 군민과 하나되는 별밤 버스킹 공연(20시) 연계 진행
※ 상설공연 종료 후, 해맞이/ 설 명절 특별공연 등
※ 기상상황 등에 따라 공연 일정 변경 가능"
3517340,2025 동서화합 영·호남 문화예술관광박람회,20250805174514,20250805174530,062-945-5670,"광주광역시, 전라남도","<a href=""https://www.yhnculture.kr/"" target=""_blank"" title=""새창 : 동서화합 영·호남 문화예술관광박람회 홈페이지로 이동"">https://www.yhnculture.kr/</a>",http://tong.visitkorea.or.kr/cms/resource/38/3517338_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/3517338_image3_1.jpg,전라남도 담양군 담양읍 죽녹원로 134,,126.9880941182,35.3256086468,6,"대구·광주·경북·전남 지역의 관광 명소를 소개하며, 양 지역 관광교류 활성화를 통한 지역 경제발전 도모의 취지에서 시작한다. 꾸준히 제기되고 있는 지방 소멸의 위기 극복의 해답을 영·호남 양 지역이 지닌 우수한 문화·예술·관광 부문의 교류에서 찾고자 한다. 영·호남의 유서 깊은 문화, 뛰어난 예술, 특색있는 관광 콘텐츠를 세계무대에 널리 알리고, K-콘텐츠로서의 영·호남 문화·예술·관광의 경쟁력을 제고한다. 긴 시간 경쟁과 갈등의 프레임 속에서 굳어진 지역 간의 문화장벽을 허물고, 실질적인 교류·협력 성장의 지속성을 확보한다."
2774275,2025 목포해상W쇼,20211115181411,20250410094125,061-270-8431,목포시,"<a href=""http://mokpowshow.co.kr"" target=""_blank"" title=""새창 :  목포해상W쇼"">http://mokpowshow.co.kr/</a>",http://tong.visitkorea.or.kr/cms/resource/32/3486332_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/3486332_image3_1.jpg,전라남도 목포시 평화로 82 (상동),,126.4338006577,34.7967007465,6,"대한민국 4대 관광거점도시 목포의 야간 상설 대표 콘텐츠 ‘목포해상W쇼’는 국내 유일 멀티미디어 융합 쇼 콘텐츠로서 해상무대 공연, 국내최대 해상분수, 불꽃쇼 등이 결합한 공연이다. 4년간 총 54회의 공연과 누적 관객수 90만명이 즐긴 대한민국 대표 체류형 야간문화 자산이다. 2025 목포해상W쇼는 더욱 풍성한 해상공연과 화려한 불꽃, 역동적인 바다분수가 연출된다."
2990881,광주 버스킹 월드컵,20230619145413,20250619133957,070-4400-6554,"광주광역시, 광주광역시 동구","<a href=""https://www.buskingworldcup.com/"" target=""_blank"" title=""새창 : 광주 버스킹 월드컵 홈페이지로 이동"">https://www.buskingworldcup.com/kor/</a>",http://tong.visitkorea.or.kr/cms/resource/76/3410976_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/76/3410976_image3_1.JPG,광주광역시 동구 금남로1가 41 금남지하상가,5·18민주광장 등 광주 동구 일원,126.9200351748,35.1478775800,6,"전 세계 뮤지션을 대상으로 참가자를 모집하여 월드컵 방식으로 라이브 경연을 펼쳐 순위를 가리는 세계 최대 버스킹 경연대회이다. 거리문화의 상징인 버스킹이 대한민국 민주화의 성지 5·18민주광장으로 나와 축제를 펼친다. 축제가 펼쳐지는 일주일 동안 전세계에서 온 뮤지션들은 단순한 경연을 넘어 국경과 인종을 초월하여 자신들의 음악적 기량을 겨루고 다채로운 개성과 문화를 교류하는 시간을 갖는다. 본선 진출팀에게는 경연 외에도 충장로, 동명동, 구시청 등 광주 구도심에서 자유롭게 공연할 수 있는 프리버스킹 무대가 제공되며 애프터파티, 광주관광 팸투어 등 전 세계에서 온 다양한 뮤지션들이 서로 교류하며 음악적 성장을 할 수 있는 다양한 이벤트가 제공된다."
692682,광주 추억의 충장축제,20090214001350,20250704103935,062-608-4674,"광주광역시 동구, 광주동구문화관광재단, 충장축제위원회","<a href=""http://recollection.kr/index.php"" target=""_blank"" title=""새창 : 광주 추억의 충장축제 홈페이지 이동"">http://recollection.kr/index.php</a>",http://tong.visitkorea.or.kr/cms/resource/59/3501859_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/59/3501859_image3_1.png,광주광역시 동구 금남로3가,,126.9158827040,35.1502800157,6,"*하기 축제 먹거리 정보는 전년도(2024년) 정보로, 2025년도 축제 먹거리 정보는 업데이트 중에 있습니다.*<br><br>'광주 추억의 충장축제'는 광주전남 최고의 상권인 광주광역시 동구 '충장로'에서 시작된 광주 최대 규모의 광주대표 축제이다. 이 축제는 '추억'이라는 보편적 소재를 통해 세대와 계층을 아우르는 '국내 최초의 추억 테마 축제'로서 특별한 의미를 지닌다. 누구나 간직하고 있는 소중한 추억을 공유하며, 다양한 연령대와 배경을 가진 사람들이 하나로 어우러지는 새로운 추억을 만들어내는 추억생산의 공간을 만들어낸다. 특히 축제의 핵심 공간인 금남로와 5.18민주광장이라는 세계 민주주의 역사 속 의미 깊은 공간을 중심으로 펼쳐진다는 점에서, 단순한 지역축제를 넘어선 역사적·문화적 가치를 담고 있다. 민주화의 성지에서 열리는 축제로서 과거의 아픔을 딛고 희망찬 미래를 향한 시민들의 의지를 보여주는 상징적 의미를 지닌다.<br>충장축제는 그 우수성을 대외적으로 인정받아 2024-2025 문화체육관광부 문화관광축제로 선정되었고, 현재는 대한민국 명예문화관광축제로 지정되었다. 또한, 2024년 아시아 피너클 어워드에서 '베스트 퍼레이드 상'을 수상하고 '세계축제도시'로 선정된 데 이어 2025년에는 '베스트 종합 엔터테인먼트 프로그램 상'을 수상하며 연속 국제상 수상의 쾌거를 달성했다. 향후 국립아시아문화전당과의 협력을 통해 지역을 넘어 아시아 전체의 문화와 추억을 아우르는 국제적 축제로 발전하는 큰 포부를 가지고 있으며, 광주가 아시아 문화중심도시로서의 위상을 높이는 동시에 문화를 통한 소통과 화합의 장을 제공하는 소중한 역할을 수행하고 있다."
604097,광주김치축제,20080805224607,20250416113812,062-613-3955~6,광주광역시김치축제위원회,"<a href=""https://kimchi.gwangju.go.kr/"" target=""_blank"" title=""새창 : 광주김치축제 홈페이지로 이동"">https://kimchi.gwangju.go.kr</a>",http://tong.visitkorea.or.kr/cms/resource/49/3018349_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/3018349_image3_1.jpg,광주광역시 서구 내방로 111 (치평동),광주광역시청 및 야외음악당 일원,126.8530408189,35.1590418545,6,"*하기 축제 내용은 전년도(2024년) 축제 내용으로, 2025년도 축제 내용은 업데이트 중에 있습니다.*<br><br>광주는 예로부터 영산강을 중심으로 펼쳐진 평야와 산, 들, 바다가 한데 어우러져 오랫동안 자연의 혜택을 받으며 맛의 고장으로 자리 잡았다. 그중에서도 광주 김치는 가장 풍요로운 맛과 정취를 담고 있어 ‘전라도 김치’, ‘광주김치’라는 고유명사로 알려질 정도다. 광주 김치는 갖은 채소를 비롯해 멸치액젓과 찹쌀풀죽, 통깨 등 양념을 듬뿍 넣는 것이 특징이다. 신선한 재료를 골라 정성스럽게 손질하고 가장 기본적인 방법으로 담그는 것, 그리고 거기에 손맛을 더하는 것. 이것이 바로 광주김치의 특별 레시피다.  광주세계김치축제는 김치에 담긴 우리 고유의 음식문화와 전통을 만나는 시민 체험의 장이며, 대한민국 김치 대표 축제 로 모두가 함께 즐기는 축제의 장으로 김치관련 생산자와 소비자간의 거래와 홍보도 함께 이루어지는 알짜베기 축제라고 할 수 있다."
3460731,광주여성영화제,20241227103209,20250820180242,062-515-6560,,http://www.wffig.com/,http://tong.visitkorea.or.kr/cms/resource/26/3460726_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/3460726_image3_1.jpg,광주광역시 동구 중앙로160번길 16-7 (불로동),,126.9146634529,35.1468609363,6,"매년 광주에서 열리는 이 축제는 영화 상영뿐만 아니라 워크숍, 세미나, 패널 토크 등도 진행되어, 영화에 대한 심도 깊은 논의와 함께 여성 영화인의 창작 환경을 향상시키는 데 기여한다. 광주여성영화제는 여성 영화인의 네트워크를 활성화시키고, 성평등과 사회적 메시지를 전파하는 중요한 문화 행사로 자리 잡았다."
3304636,문화가 있는 날 실버마이크 <전라·제주 권역>,20240603142844,20250613171551,062-419-1272,문화체육관광부,"공식 홈페이지 <a href=""https://blog.naver.com/sso6526"" target=""_blank"" title=""새창 : 문화가 있는 날 실버마이크 <전라·제주 권역>축 홈페이지 이동"">https://blog.naver.com/sso6526</a><BR>
공식 인스타그램 <a href=""https://www.instagram.com/sso6526/"" target=""_blank"" title=""새창 : 공식 인스타그램 이동"">https://www.instagram.com/sso6526/</a>",http://tong.visitkorea.or.kr/cms/resource/08/3477608_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/3477608_image3_1.jpg,광주광역시 남구 덕남길 7 (노대동),,126.8961578975,35.1011713369,6,"올해 실버마이크 전라/제주권역은 전 세대에게 삶의 메시지를 제공하고, 모두가 어울릴 수 있는 교류의 장을 만들기 위한 거리 공연으로 운영된다. 단순히 공연 실력을 뽐내는 자리가 아니라, 그들의 이야기와 열정을 담아 인생에서 가장 빛나는 순간을 지역민과 공유하기 위해 기획된 공연이다. ‘무대 위에 핀, 우리들의 이야기’는 사회가 정한 은퇴에 휘둘리지 않고 나를 표현할 수 있는 최고의 명장면을 만들기 위한 공연 프로젝트이다. 실버예술가의 과거와 현재, 그리고 미래를 담은 일대기가 공연을 통해 지역민에게 전파되는 과정 속에서 무대를 통해 실버 예술가들은 인생에 새로운 의미를 더해 문화적 주체로서 삶을 완성시키고, 관객은 문화와 감동이 있는 삶을 찾게 되는 것을 지향한다. 누구나 겪었을, 누구나 겪게 될 각자의 이야기와 지역의 정서가 버무려진 실버마이크를 통해 전라/제주권역 직주 근접지역 곳곳에서 다채로운 음악과 퍼포먼스를 선뵈는 실버예술가를 만날볼 수 있다."
2598791,비어페스트 광주,20190424001506,20250827094637,062-611-2162,"광주광역시 관광공사, (유)라온트리",,http://tong.visitkorea.or.kr/cms/resource/09/3523409_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/09/3523409_image3_1.JPG,광주광역시 서구 상무누리로 30 (치평동),김대중컨벤션센터 야외광장,126.8405588979,35.1467152588,6,"올해 5회를 맞이하는 '비어페스트 광주'는 광주최대규모 오리지널 맥주축제로 올해는 <무제한 맥주> 컨셉의 “불취무귀(不醉無歸), 무제한 적셔브러(BREW)!”라는 주제로 개최된다. 축제 현장에서는 다양한 프리미엄 생맥주(스텔라 아르투아, 한맥, 카스, 카스제로)를 무제한으로 즐길 수 있으며, 실력파 뮤지션들의 라이브무대와 에너지 넘치는 DJ공연, 화려한 댄스 퍼포먼스 등 다채로운 무대가 8월의 여름밤을 한층 뜨겁고 짜릿하게 달굴 예정이다. 동시 개최되는 감성 플리마켓 ‘브리즈 마켓’에서는시원한 맥주 한 잔에 감성을 더한 색다른 즐거움을 만끽할 수 있다. 전국에서 모인 푸드트럭에서는 맥주와 어울리는 트렌디한 먹거리를 즐길 수 있으며, 스마트전자제품, 가족식사권, 전시회관람권 등 푸짐한 경품 이벤트가 진행될 예정이다."
